Ukazatel,IndicatorType,"ČR, regiony",Uz01A,Roky,Pohlaví,POHZM,Věk (roky),VEK1UT,Hodnota
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,ženy,2,87,410087610088000,4.8354909853
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,ženy,2,88,410088610089000,4.4585300283
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,ženy,2,89,410089610090000,4.1080205622
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,ženy,2,90,410090610091000,3.7836574938
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,ženy,2,91,410091610092000,3.4849249263
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,ženy,2,92,410092610093000,3.2111098448
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,ženy,2,93,410093610094000,2.9613213232
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,ženy,2,94,410094610095000,2.7345145976
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,ženy,2,95,410095610096000,2.5295192479
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,ženy,2,96,410096610097000,2.3450708408
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,ženy,2,97,410097610098000,2.1798458968
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,ženy,2,98,410098610099000,2.0325012901
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,ženy,2,99,410099620100000,1.9017219259
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,ženy,2,100,420100620101000,1.7862864402
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,ženy,2,101,420101620102000,1.6851737045
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,ženy,2,102,420102620103000,1.5977624664
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,ženy,2,103,420103620104000,1.524245351
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,ženy,2,104,420104620105000,1.4665431181
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,ženy,2,105,420105799999000,1.4304076879
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,0,400000600001000,74.3013078842
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,1,400001600002000,73.6367889154
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,2,400002600003000,72.668279692
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,3,400003600004000,71.6794257999
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,4,400004600005000,70.6870535679
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,5,400005600006000,69.6934356676
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,6,400006600007000,68.6993683068
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,7,400007600008000,67.7051680314
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,8,400008600009000,66.7109609272
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,9,400009610010000,65.7168924628
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,10,410010610011000,64.7231507344
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,11,410011610012000,63.7299656865
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,12,410012610013000,62.737615314
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,13,410013610014000,61.7464505389
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,14,410014610015000,60.7568918365
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,15,410015610016000,59.7694204872
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,16,410016610017000,58.7845662161
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,17,410017610018000,57.8028646062
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,18,410018610019000,56.8247790416
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,19,410019610020000,55.8506165975
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,20,410020610021000,54.8805337391
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,21,410021610022000,53.9145045029
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,22,410022610023000,52.9523210174
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,23,410023610024000,51.9936877911
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,24,410024610025000,51.0382702895
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,25,410025610026000,50.0857001662
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,26,410026610027000,49.1355525867
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,27,410027610028000,48.1873616928
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,28,410028610029000,47.2406512732
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,29,410029610030000,46.2949656093
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,30,410030610031000,45.3498878092
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,31,410031610032000,44.4050568867
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,32,410032610033000,43.4601793633
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,33,410033610034000,42.5150428611
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,34,410034610035000,41.5695736363
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,35,410035610036000,40.6238575027
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,36,410036610037000,39.6781321106
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,37,410037610038000,38.7327662724
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,38,410038610039000,37.7882634528
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,39,410039610040000,36.8452402721
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,40,410040610041000,35.9043404007
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,41,410041610042000,34.9662338906
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,42,410042610043000,34.031615091
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,43,410043610044000,33.1011806283
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,44,410044610045000,32.175625776
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,45,410045610046000,31.2556669901
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,46,410046610047000,30.3420739682
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,47,410047610048000,29.4356735568
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,48,410048610049000,28.5373442746
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,49,410049610050000,27.648007388
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,50,410050610051000,26.7686113203
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,51,410051610052000,25.9000592343
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,52,410052610053000,25.0431362209
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,53,410053610054000,24.1984718
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,54,410054610055000,23.3666180578
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,55,410055610056000,22.5480713503
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,56,410056610057000,21.7432770237
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,57,410057610058000,20.9526853356
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,58,410058610059000,20.1767744009
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,59,410059610060000,19.4160466299
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,60,410060610061000,18.6710011127
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,61,410061610062000,17.9421298731
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,62,410062610063000,17.2298382862
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,63,410063610064000,16.5343117941
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,64,410064610065000,15.8554666944
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,65,410065610066000,15.1930298157
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,66,410066610067000,14.5466354767
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,67,410067610068000,13.9158407953
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,68,410068610069000,13.3002352562
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,69,410069610070000,12.6995279058
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,70,410070610071000,12.1135676738
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,71,410071610072000,11.5422806848
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,72,410072610073000,10.9856515196
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,73,410073610074000,10.4437300021
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,74,410074610075000,9.916617777
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,75,410075610076000,9.4044728334
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,76,410076610077000,8.9075181901
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,77,410077610078000,8.4260475513
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,78,410078610079000,7.9604397234
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,79,410079610080000,7.5104881699
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,80,410080610081000,7.07682565
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,81,410081610082000,6.6600445543
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,82,410082610083000,6.2606877309
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,83,410083610084000,5.8792362915
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,84,410084610085000,5.5160909743
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,85,410085610086000,5.1715533457
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,86,410086610087000,4.8458003442
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,87,410087610088000,4.5388503655
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,88,410088610089000,4.2505186341
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,89,410089610090000,3.98014865
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,90,410090610091000,3.7273163908
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,91,410091610092000,3.4915273184
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,92,410092610093000,3.2722249259
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,93,410093610094000,3.0688004583
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,94,410094610095000,2.8806038865
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,95,410095610096000,2.7069564411
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,96,410096610097000,2.5471654641
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,97,410097610098000,2.4005431839
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,98,410098610099000,2.266432666
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,99,410099620100000,2.1442474047
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,100,420100620101000,2.0335374404
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,101,420101620102000,1.9341079751
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,102,420102620103000,1.8462436896
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,103,420103620104000,1.7711497999
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,104,420104620105000,1.7118461886
Naděje dožití (ex),5411UT,Severozápad,CZ04,2018,muži,1,105,420105799999000,1.6750277732
Naděje dožití (ex),5411UT,Severozápad,CZ04,2019,ženy,2,0,400000600001000,80.4319107872
Naděje dožití (ex),5411UT,Severozápad,CZ04,2019,ženy,2,1,400001600002000,79.6441019078
Naděje dožití (ex),5411UT,Severozápad,CZ04,2019,ženy,2,2,400002600003000,78.6599608614
Naděje dožití (ex),5411UT,Severozápad,CZ04,2019,ženy,2,3,400003600004000,77.6644414341
Naděje dožití (ex),5411UT,Severozápad,CZ04,2019,ženy,2,4,400004600005000,76.6670616644
Naděje dožití (ex),5411UT,Severozápad,CZ04,2019,ženy,2,5,400005600006000,75.6691441857
Naděje dožití (ex),5411UT,Severozápad,CZ04,2019,ženy,2,6,400006600007000,74.6711228132
Naděje dožití (ex),5411UT,Severozápad,CZ04,2019,ženy,2,7,400007600008000,73.673166788
Naděje dožití (ex),5411UT,Severozápad,CZ04,2019,ženy,2,8,400008600009000,72.6753396476
Naděje dožití (ex),5411UT,Severozápad,CZ04,2019,ženy,2,9,400009610010000,71.6777032407
Naděje dožití (ex),5411UT,Severozápad,CZ04,2019,ženy,2,10,410010610011000,70.680326781
Naděje dožití (ex),5411UT,Severozápad,CZ04,2019,ženy,2,11,410011610012000,69.6832805573
Naděje dožití (ex),5411UT,Severozápad,CZ04,2019,ženy,2,12,410012610013000,68.6866248183
Naděje dožití (ex),5411UT,Severozápad,CZ04,2019,ženy,2,13,410013610014000,67.6904017954
Naděje dožití (ex),5411UT,Severozápad,CZ04,2019,ženy,2,14,410014610015000,66.694646624
Naděje dožití (ex),5411UT,Severozápad,CZ04,2019,ženy,2,15,410015610016000,65.6993970503
Naděje dožití (ex),5411UT,Severozápad,CZ04,2019,ženy,2,16,410016610017000,64.704695303
Naděje dožití (ex),5411UT,Severozápad,CZ04,2019,ženy,2,17,410017610018000,63.7105951518
Naděje dožití (ex),5411UT,Severozápad,CZ04,2019,ženy,2,18,410018610019000,62.7171684104
Naděje dožití (ex),5411UT,Severozápad,CZ04,2019,ženy,2,19,410019610020000,61.7245077705
Naděje dožití (ex),5411UT,Severozápad,CZ04,2019,ženy,2,20,410020610021000,60.7327191514
Naděje dožití (ex),5411UT,Severozápad,CZ04,2019,ženy,2,21,410021610022000,59.7419200437
Naděje dožití (ex),5411UT,Severozápad,CZ04,2019,ženy,2,22,410022610023000,58.7522378215
Naděje dožití (ex),5411UT,Severozápad,CZ04,2019,ženy,2,23,410023610024000,57.7638035888
