"Ukazatel","IndicatorType","Roky","CasR","ČR, Reg. soudržnosti, Kraje","Uz012","Hodnota"
"Průměrný věk matky při narození 1. dítěte","7406D1","2001","2001","Královéhradecký kraj","CZ052","25.21290051"
"Průměrný věk matky při narození 1. dítěte","7406D1","2001","2001","Pardubický kraj","CZ053","24.99925853"
"Průměrný věk matky při narození 1. dítěte","7406D1","2001","2001","Kraj Vysočina","CZ063","24.97891566"
"Průměrný věk matky při narození 1. dítěte","7406D1","2001","2001","Jihomoravský kraj","CZ064","25.40161117"
"Průměrný věk matky při narození 1. dítěte","7406D1","2001","2001","Olomoucký kraj","CZ071","25.15982076"
"Průměrný věk matky při narození 1. dítěte","7406D1","2001","2001","Zlínský kraj","CZ072","25.38389513"
"Průměrný věk matky při narození 1. dítěte","7406D1","2001","2001","Moravskoslezský kraj","CZ080","24.73506201"
"Průměrný věk matky při narození 1. dítěte","7406D1","2002","2002","Česko","CZ","25.72214773"
"Průměrný věk matky při narození 1. dítěte","7406D1","2002","2002","Praha","CZ01","27.88454324"
"Průměrný věk matky při narození 1. dítěte","7406D1","2002","2002","Střední Čechy","CZ02","25.68156369"
"Průměrný věk matky při narození 1. dítěte","7406D1","2002","2002","Jihozápad","CZ03","25.53787005"
"Průměrný věk matky při narození 1. dítěte","7406D1","2002","2002","Severozápad","CZ04","24.67727099"
"Průměrný věk matky při narození 1. dítěte","7406D1","2002","2002","Severovýchod","CZ05","25.47429064"
"Průměrný věk matky při narození 1. dítěte","7406D1","2002","2002","Jihovýchod","CZ06","25.77262459"
"Průměrný věk matky při narození 1. dítěte","7406D1","2002","2002","Střední Morava","CZ07","25.68390358"
"Průměrný věk matky při narození 1. dítěte","7406D1","2002","2002","Moravskoslezsko","CZ08","25.07360312"
"Průměrný věk matky při narození 1. dítěte","7406D1","2002","2002","Hlavní město Praha","CZ010","27.88454324"
"Průměrný věk matky při narození 1. dítěte","7406D1","2002","2002","Středočeský kraj","CZ020","25.68156369"
"Průměrný věk matky při narození 1. dítěte","7406D1","2002","2002","Jihočeský kraj","CZ031","25.52916515"
"Průměrný věk matky při narození 1. dítěte","7406D1","2002","2002","Plzeňský kraj","CZ032","25.54758032"
"Průměrný věk matky při narození 1. dítěte","7406D1","2002","2002","Karlovarský kraj","CZ041","24.89477401"
"Průměrný věk matky při narození 1. dítěte","7406D1","2002","2002","Ústecký kraj","CZ042","24.59626512"
"Průměrný věk matky při narození 1. dítěte","7406D1","2002","2002","Liberecký kraj","CZ051","25.42598264"
"Průměrný věk matky při narození 1. dítěte","7406D1","2002","2002","Královéhradecký kraj","CZ052","25.53723404"
"Průměrný věk matky při narození 1. dítěte","7406D1","2002","2002","Pardubický kraj","CZ053","25.45240296"
"Průměrný věk matky při narození 1. dítěte","7406D1","2002","2002","Kraj Vysočina","CZ063","25.37305333"
"Průměrný věk matky při narození 1. dítěte","7406D1","2002","2002","Jihomoravský kraj","CZ064","25.94319098"
"Průměrný věk matky při narození 1. dítěte","7406D1","2002","2002","Olomoucký kraj","CZ071","25.54466967"
"Průměrný věk matky při narození 1. dítěte","7406D1","2002","2002","Zlínský kraj","CZ072","25.83346774"
"Průměrný věk matky při narození 1. dítěte","7406D1","2002","2002","Moravskoslezský kraj","CZ080","25.07360312"
"Průměrný věk matky při narození 1. dítěte","7406D1","2003","2003","Česko","CZ","26.11461984"
"Průměrný věk matky při narození 1. dítěte","7406D1","2003","2003","Praha","CZ01","28.15080501"
"Průměrný věk matky při narození 1. dítěte","7406D1","2003","2003","Střední Čechy","CZ02","26.15972222"
"Průměrný věk matky při narození 1. dítěte","7406D1","2003","2003","Jihozápad","CZ03","25.95259288"
"Průměrný věk matky při narození 1. dítěte","7406D1","2003","2003","Severozápad","CZ04","25.02486395"
"Průměrný věk matky při narození 1. dítěte","7406D1","2003","2003","Severovýchod","CZ05","25.93927849"
"Průměrný věk matky při narození 1. dítěte","7406D1","2003","2003","Jihovýchod","CZ06","26.1024596"
"Průměrný věk matky při narození 1. dítěte","7406D1","2003","2003","Střední Morava","CZ07","26.1447854"
"Průměrný věk matky při narození 1. dítěte","7406D1","2003","2003","Moravskoslezsko","CZ08","25.40541765"
"Průměrný věk matky při narození 1. dítěte","7406D1","2003","2003","Hlavní město Praha","CZ010","28.15080501"
"Průměrný věk matky při narození 1. dítěte","7406D1","2003","2003","Středočeský kraj","CZ020","26.15972222"
"Průměrný věk matky při narození 1. dítěte","7406D1","2003","2003","Jihočeský kraj","CZ031","26.03167338"
"Průměrný věk matky při narození 1. dítěte","7406D1","2003","2003","Plzeňský kraj","CZ032","25.8639721"
"Průměrný věk matky při narození 1. dítěte","7406D1","2003","2003","Karlovarský kraj","CZ041","25.16857963"
"Průměrný věk matky při narození 1. dítěte","7406D1","2003","2003","Ústecký kraj","CZ042","24.97395172"
"Průměrný věk matky při narození 1. dítěte","7406D1","2003","2003","Liberecký kraj","CZ051","25.9012474"
"Průměrný věk matky při narození 1. dítěte","7406D1","2003","2003","Královéhradecký kraj","CZ052","25.97627191"
"Průměrný věk matky při narození 1. dítěte","7406D1","2003","2003","Pardubický kraj","CZ053","25.93311808"
"Průměrný věk matky při narození 1. dítěte","7406D1","2003","2003","Kraj Vysočina","CZ063","25.68816459"
"Průměrný věk matky při narození 1. dítěte","7406D1","2003","2003","Jihomoravský kraj","CZ064","26.28799172"
"Průměrný věk matky při narození 1. dítěte","7406D1","2003","2003","Olomoucký kraj","CZ071","26.05894088"
"Průměrný věk matky při narození 1. dítěte","7406D1","2003","2003","Zlínský kraj","CZ072","26.2437291"
"Průměrný věk matky při narození 1. dítěte","7406D1","2003","2003","Moravskoslezský kraj","CZ080","25.40541765"
"Průměrný věk matky při narození 1. dítěte","7406D1","2004","2004","Česko","CZ","26.57431448"
"Průměrný věk matky při narození 1. dítěte","7406D1","2004","2004","Praha","CZ01","28.61939115"
"Průměrný věk matky při narození 1. dítěte","7406D1","2004","2004","Střední Čechy","CZ02","26.59189477"
"Průměrný věk matky při narození 1. dítěte","7406D1","2004","2004","Jihozápad","CZ03","26.43028486"
"Průměrný věk matky při narození 1. dítěte","7406D1","2004","2004","Severozápad","CZ04","25.37224829"
"Průměrný věk matky při narození 1. dítěte","7406D1","2004","2004","Severovýchod","CZ05","26.37374186"
"Průměrný věk matky při narození 1. dítěte","7406D1","2004","2004","Jihovýchod","CZ06","26.64868649"
"Průměrný věk matky při narození 1. dítěte","7406D1","2004","2004","Střední Morava","CZ07","26.56919768"
"Průměrný věk matky při narození 1. dítěte","7406D1","2004","2004","Moravskoslezsko","CZ08","25.7354502"
"Průměrný věk matky při narození 1. dítěte","7406D1","2004","2004","Hlavní město Praha","CZ010","28.61939115"
"Průměrný věk matky při narození 1. dítěte","7406D1","2004","2004","Středočeský kraj","CZ020","26.59189477"
"Průměrný věk matky při narození 1. dítěte","7406D1","2004","2004","Jihočeský kraj","CZ031","26.38777698"
"Průměrný věk matky při narození 1. dítěte","7406D1","2004","2004","Plzeňský kraj","CZ032","26.47714736"
"Průměrný věk matky při narození 1. dítěte","7406D1","2004","2004","Karlovarský kraj","CZ041","25.55786249"
"Průměrný věk matky při narození 1. dítěte","7406D1","2004","2004","Ústecký kraj","CZ042","25.30530322"
"Průměrný věk matky při narození 1. dítěte","7406D1","2004","2004","Liberecký kraj","CZ051","26.30097324"
"Průměrný věk matky při narození 1. dítěte","7406D1","2004","2004","Královéhradecký kraj","CZ052","26.39900662"
"Průměrný věk matky při narození 1. dítěte","7406D1","2004","2004","Pardubický kraj","CZ053","26.41247265"
"Průměrný věk matky při narození 1. dítěte","7406D1","2004","2004","Kraj Vysočina","CZ063","26.30368374"
"Průměrný věk matky při narození 1. dítěte","7406D1","2004","2004","Jihomoravský kraj","CZ064","26.7943296"
"Průměrný věk matky při narození 1. dítěte","7406D1","2004","2004","Olomoucký kraj","CZ071","26.45592384"
"Průměrný věk matky při narození 1. dítěte","7406D1","2004","2004","Zlínský kraj","CZ072","26.69713262"
"Průměrný věk matky při narození 1. dítěte","7406D1","2004","2004","Moravskoslezský kraj","CZ080","25.7354502"
"Průměrný věk matky při narození 1. dítěte","7406D1","2005","2005","Česko","CZ","26.94067695"
"Průměrný věk matky při narození 1. dítěte","7406D1","2005","2005","Praha","CZ01","28.99289377"
"Průměrný věk matky při narození 1. dítěte","7406D1","2005","2005","Střední Čechy","CZ02","27.06053289"
"Průměrný věk matky při narození 1. dítěte","7406D1","2005","2005","Jihozápad","CZ03","26.81193976"
"Průměrný věk matky při narození 1. dítěte","7406D1","2005","2005","Severozápad","CZ04","25.68642222"
"Průměrný věk matky při narození 1. dítěte","7406D1","2005","2005","Severovýchod","CZ05","26.67763348"
"Průměrný věk matky při narození 1. dítěte","7406D1","2005","2005","Jihovýchod","CZ06","26.87581657"
"Průměrný věk matky při narození 1. dítěte","7406D1","2005","2005","Střední Morava","CZ07","26.89744282"
"Průměrný věk matky při narození 1. dítěte","7406D1","2005","2005","Moravskoslezsko","CZ08","26.1493098"
"Průměrný věk matky při narození 1. dítěte","7406D1","2005","2005","Hlavní město Praha","CZ010","28.99289377"
"Průměrný věk matky při narození 1. dítěte","7406D1","2005","2005","Středočeský kraj","CZ020","27.06053289"
"Průměrný věk matky při narození 1. dítěte","7406D1","2005","2005","Jihočeský kraj","CZ031","26.78015294"
"Průměrný věk matky při narození 1. dítěte","7406D1","2005","2005","Plzeňský kraj","CZ032","26.84579785"
"Průměrný věk matky při narození 1. dítěte","7406D1","2005","2005","Karlovarský kraj","CZ041","25.76256192"
"Průměrný věk matky při narození 1. dítěte","7406D1","2005","2005","Ústecký kraj","CZ042","25.66015625"
"Průměrný věk matky při narození 1. dítěte","7406D1","2005","2005","Liberecký kraj","CZ051","26.74717445"
"Průměrný věk matky při narození 1. dítěte","7406D1","2005","2005","Královéhradecký kraj","CZ052","26.67927823"
"Průměrný věk matky při narození 1. dítěte","7406D1","2005","2005","Pardubický kraj","CZ053","26.6147541"
"Průměrný věk matky při narození 1. dítěte","7406D1","2005","2005","Kraj Vysočina","CZ063","26.59079174"
"Průměrný věk matky při narození 1. dítěte","7406D1","2005","2005","Jihomoravský kraj","CZ064","26.99662593"
"Průměrný věk matky při narození 1. dítěte","7406D1","2005","2005","Olomoucký kraj","CZ071","26.84205994"
"Průměrný věk matky při narození 1. dítěte","7406D1","2005","2005","Zlínský kraj","CZ072","26.95811321"
"Průměrný věk matky při narození 1. dítěte","7406D1","2005","2005","Moravskoslezský kraj","CZ080","26.1493098"
"Průměrný věk matky při narození 1. dítěte","7406D1","2006","2006","Česko","CZ","27.32332169"
"Průměrný věk matky při narození 1. dítěte","7406D1","2006","2006","Praha","CZ01","29.44957396"
"Průměrný věk matky při narození 1. dítěte","7406D1","2006","2006","Střední Čechy","CZ02","27.51455767"
"Průměrný věk matky při narození 1. dítěte","7406D1","2006","2006","Jihozápad","CZ03","27.05597015"
"Průměrný věk matky při narození 1. dítěte","7406D1","2006","2006","Severozápad","CZ04","26.18122116"
"Průměrný věk matky při narození 1. dítěte","7406D1","2006","2006","Severovýchod","CZ05","26.99819244"
"Průměrný věk matky při narození 1. dítěte","7406D1","2006","2006","Jihovýchod","CZ06","27.32331106"
"Průměrný věk matky při narození 1. dítěte","7406D1","2006","2006","Střední Morava","CZ07","27.20410816"
"Průměrný věk matky při narození 1. dítěte","7406D1","2006","2006","Moravskoslezsko","CZ08","26.40205479"
"Průměrný věk matky při narození 1. dítěte","7406D1","2006","2006","Hlavní město Praha","CZ010","29.44957396"
"Průměrný věk matky při narození 1. dítěte","7406D1","2006","2006","Středočeský kraj","CZ020","27.51455767"
"Průměrný věk matky při narození 1. dítěte","7406D1","2006","2006","Jihočeský kraj","CZ031","27.01815182"
"Průměrný věk matky při narození 1. dítěte","7406D1","2006","2006","Plzeňský kraj","CZ032","27.09595255"
"Průměrný věk matky při narození 1. dítěte","7406D1","2006","2006","Karlovarský kraj","CZ041","26.21901922"
"Průměrný věk matky při narození 1. dítěte","7406D1","2006","2006","Ústecký kraj","CZ042","26.16739394"
"Průměrný věk matky při narození 1. dítěte","7406D1","2006","2006","Liberecký kraj","CZ051","26.96312823"
"Průměrný věk matky při narození 1. dítěte","7406D1","2006","2006","Královéhradecký kraj","CZ052","26.94795682"
"Průměrný věk matky při narození 1. dítěte","7406D1","2006","2006","Pardubický kraj","CZ053","27.08120697"
